Postal Code;Median Age;Neighborhoods;Latitude;Longitude
12049;43;Bezirk Neukölln, Schillerkiez;52.47991177542267;13.42422612220209
12051;43;Bezirk Neukölln, Karl-Marx-Straße, Schillerkiez;52.46999374471687;13.43270652829411
12053;43;Bezirk Neukölln, Karl-Marx-Straße, Neukölln;52.48039059579867;13.434752986933672
12055;43;Bezirk Neukölln, Böhmisches Dorf;52.47522168639723;13.451568115733581
12057;43;Bezirk Neukölln, Köllnische Heide;52.47119519031958;13.465287131063784
12059;43;Bezirk Neukölln, Neukölln;52.484474707737895;13.453708473594675
12099;43;Alt-Tempelhof, Bezirk Tempelhof-Schöneberg, Tempelhof;52.461826320845766;13.405508170111998
12101;43;Bezirk Tempelhof-Schöneberg, Tempelhof;52.47769632539565;13.394751159497968
12103;43;Alt-Tempelhof, Bezirk Tempelhof-Schöneberg;52.46486857812993;13.375206220583442
12105;43;Bezirk Tempelhof-Schöneberg, Mariendorf;52.45147545654219;13.376589405950739
12107;43;Bezirk Tempelhof-Schöneberg, Mariendorf;52.43488357781039;13.392264738356765
12109;43;Bezirk Tempelhof-Schöneberg, Mariendorf;52.44883824575356;13.403417337260652
12157;43;Bezirk Steglitz-Zehlendorf, Bezirk Tempelhof-Schöneberg, Schöneberg;52.467615807440936;13.351328965881812
12159;43;Bezirk Tempelhof-Schöneberg, Friedenau;52.47596418071045;13.339993978858905
12161;43;Bezirk Steglitz-Zehlendorf, Bezirk Tempelhof-Schöneberg, Friedenau;52.472189749196886;13.329513250149791
12163;43;Bezirk Steglitz-Zehlendorf, Schloßstraße;52.46444224862759;13.320278139844113
12165;43;Bezirk Steglitz-Zehlendorf, Schloßstraße;52.45766653912637;13.317369813824028
12167;43;Bezirk Steglitz-Zehlendorf, Steglitz;52.45067137763674;13.337059369920551
12169;43;Bezirk Steglitz-Zehlendorf, Steglitz;52.45688994277457;13.346338171283865
12203;43;Bezirk Steglitz-Zehlendorf, Drakestraße;52.44640363087201;13.31298780554493
12205;43;Bezirk Steglitz-Zehlendorf, Drakestraße;52.435097309908976;13.298248898736876
12207;43.1;Bezirk Steglitz-Zehlendorf, Ostpreußendamm;52.421792221188014;13.316361775099612
12209;43;Bezirk Steglitz-Zehlendorf, Ostpreußendamm;52.41931697189748;13.332360373115456
12247;43;Bezirk Steglitz-Zehlendorf, Lankwitz;52.44143951407153;13.34944679866028
12249;43;Bezirk Steglitz-Zehlendorf, Bezirk Tempelhof-Schöneberg, Lankwitz;52.428508152274716;13.354534208467083
12277;43;Bezirk Tempelhof-Schöneberg, Marienfelde;52.41354456346867;13.378044693441574
12279;43;Bezirk Tempelhof-Schöneberg, Marienfelde;52.413155892087346;13.355992438416196
12305;43;Bezirk Tempelhof-Schöneberg, Lichtenrade;52.4075610706165;13.405107865890267
12307;43.1;Bezirk Tempelhof-Schöneberg, Lichtenrade;52.38897003992183;13.399352088308683
12309;43.2;Bezirk Tempelhof-Schöneberg, Lichtenrade;52.39332992695346;13.420714521927458
12347;43;Bezirk Neukölln, Britz;52.45459673341041;13.433561805031648
12349;43;Bezirk Neukölln, Buckow;52.42787325135358;13.424619748748848
12351;43;Bezirk Neukölln, Gropiusstadt;52.436067248655924;13.457611803161262
12353;43.1;Bezirk Neukölln, Gropiusstadt;52.42545149799538;13.462288038542138
12355;43;Bezirk Neukölln, Rudow;52.41250549890613;13.500345775931887
12357;43;Bezirk Neukölln;52.43067843681502;13.49657214549861
12359;43;Bezirk Neukölln, Britz;52.44987903772679;13.456086324066751
12435;43;Alt-Treptow, Bezirk Treptow-Köpenick;52.48926960107546;13.469580777912752
12437;43;Baumschulenweg, Bezirk Treptow-Köpenick;52.46443551590782;13.485202123467118
12439;43;Bezirk Treptow-Köpenick, Niederschöneweide;52.455369265409196;13.528700066381198
12459;43;Bezirk Treptow-Köpenick, Oberschöneweide;52.467442856203085;13.533882360851816
12487;43;Bezirk Treptow-Köpenick, Johannisthal;52.443760977738066;13.51230302998356
12489;43;Adlershof, Bezirk Treptow-Köpenick;52.43874545343491;13.55050868691782
12521;43;Adlershof, Bezirk Treptow-Köpenick;52.385441099999944;13.521614799999979
12524;43;Altglienicke, Bezirk Treptow-Köpenick;52.41536438787097;13.543995693613194
12526;43;Bezirk Treptow-Köpenick;52.40035108324928;13.568334206554162
12527;43.1;Bezirk Treptow-Köpenick, Grünau;52.39049858367587;13.647286456223613
12529;44.9;Großziethen, Schönefeld, Selchow, Waltersdorf, Waßmannsdorf;52.38892949012175;13.514990089794095
12555;43;Bezirk Treptow-Köpenick, Köpenick;52.466510923644464;13.583992909886867
12557;43;Bezirk Treptow-Köpenick, Köpenick;52.43340766904319;13.589802990516686
12559;43;Bezirk Treptow-Köpenick, Köpenick;52.418498472921726;13.661062735030457
12587;43.1;Bezirk Treptow-Köpenick, Friedrichshagen;52.461219260460275;13.639286207995447
12589;43.3;Bezirk Treptow-Köpenick;52.44677718697991;13.708673643861829
12619;43;Bezirk Marzahn-Hellersdorf, Hellersdorf;52.526388057738224;13.592101068977573
12621;43;Bezirk Marzahn-Hellersdorf, Kaulsdorf;52.50515226385646;13.591395091384063
12623;43.2;Bezirk Marzahn-Hellersdorf, Mahlsdorf;52.505101418667905;13.620414171119155
12627;43.4;Bezirk Marzahn-Hellersdorf, Hellersdorf;52.53936149227536;13.61763764111809
12629;43.2;Bezirk Marzahn-Hellersdorf, Hellersdorf;52.54412034687148;13.594127920163602
12679;43.1;Bezirk Marzahn-Hellersdorf, Marzahner Promenade;52.5508667666053;13.568049993487962
12681;43;Bezirk Marzahn-Hellersdorf, Marzahn;52.53925722036935;13.5398499484887
12683;43;Bezirk Marzahn-Hellersdorf;52.51029526014671;13.563426179985797
12685;43;Bezirk Marzahn-Hellersdorf, Marzahn, Springpfuhl;52.54154876721016;13.56774576806328
12687;43;Bezirk Marzahn-Hellersdorf, Marzahner Promenade;52.55779817919343;13.566057622280823
12689;43.1;Bezirk Marzahn-Hellersdorf, Marzahn;52.568017848513776;13.572438423077616
13047;43.1;Bezirk Marzahn-Hellersdorf, Marzahn;52.5667;13.3333
13051;43.1;Bezirk Lichtenberg, Lichtenberg;52.57964289583081;13.497783122237069
13053;43;Bezirk Lichtenberg, Lichtenberg;52.55167005810901;13.508036918288932
13055;43;Bezirk Lichtenberg, Lichtenberg;52.54170576391881;13.50100137620798
13057;43.1;Bezirk Lichtenberg, Lichtenberg;52.57424124521223;13.54459638135736
13059;43.1;Bezirk Lichtenberg, Lichtenberg;52.58295758146875;13.525047669283197
13086;43;Bezirk Pankow, Weißensee;52.55702226492549;13.450440951467996
13088;43;Bezirk Pankow, Weißensee;52.56211994316895;13.473279409277582
13089;43;Bezirk Pankow, Heinersdorf;52.5729887447053;13.443301948054401
13125;43.2;Bezirk Pankow, Buch, Karow;52.63249371816862;13.484845072234526
13127;43;Bezirk Pankow, Buchholz;52.61681165264186;13.437402927676288
13129;43;Bezirk Pankow, Blankenburg;52.59361425159492;13.461444202184278
13156;43;Bezirk Pankow, Niederschönhausen;52.5847564086279;13.403043816146008
13158;43;Bezirk Pankow;52.595026275302914;13.384756056175119
13159;43.1;Bezirk Pankow, Blankenfelde;52.62735256720282;13.404149244638846
13187;43;Bezirk Pankow, Pankow;52.571346401962295;13.411385061125003
13189;43;Bezirk Pankow, Vinetastraße;52.565449183666495;13.423989608065769
13347;43;Leopoldplatz, Mitte;52.550258114363345;13.368246322010028
13349;43;Mitte, Schillerpark;52.55997761970148;13.351041671115171
13351;43;Mitte, Schillerpark;52.5523561805678;13.3358220609056
13353;43;Mitte, Sprengelkiez, Wedding;52.54290386462171;13.352157669588314
13355;43;Gesundbrunnen, Humboldthain, Mitte;52.54436149025356;13.392932425552578
13357;43;Gesundbrunnen, Mitte;52.552576879801705;13.383817380116755
13359;43;Gesundbrunnen, Mitte;52.562351550221386;13.387631000069945
13403;43;Bezirk Reinickendorf;52.57580004201149;13.32462144943604
13405;43;Bezirk Reinickendorf, Flughafen Tegel, Mitte, Reinickendorf, Scharnweberstraße;52.56066370138717;13.300329777303617
13407;43;Bezirk Reinickendorf, Mitte, Residenzstraße;52.574901371572544;13.353971805824775
13409;43;Bezirk Reinickendorf, Mitte, Residenzstraße;52.57043256449336;13.374050244144586
13435;43;Bezirk Reinickendorf;52.60453748781099;13.346294708782061
13437;43;Bezirk Reinickendorf, Wittenau;52.5918836351775;13.331312800555738
13439;43;Bezirk Reinickendorf, Märkisches Viertel;52.59981978750822;13.360856891529306
13465;43.2;Bezirk Reinickendorf, Frohnau;52.64221511255155;13.291823341702807
13467;43.2;Bezirk Reinickendorf;52.61923186222948;13.309544093565677
13469;43.1;Bezirk Reinickendorf, Waidmannslust;52.61404331607882;13.344739096851859
13503;43.1;Bezirk Reinickendorf, Heiligensee;52.6142685472452;13.25072862515411
13505;43;Bezirk Reinickendorf;52.5866691236435;13.243794162526996
13507;43;Bezirk Reinickendorf, Tegel;52.57760317075003;13.277175527294123
13509;43;Bezirk Reinickendorf;52.59147929660523;13.302158389330843
13581;43;Bezirk Spandau, Spandau;52.53262483816039;13.182873379052038
13583;43;Bezirk Spandau, Spandau;52.544986913951654;13.184940241792154
13585;43;Bezirk Spandau, Spandau;52.54995958844261;13.208241080672245
13587;43.1;Bezirk Spandau;52.57871681786268;13.18863851474087
13589;43.1;Bezirk Spandau, Spandau;52.55934572817576;13.17161555723093
13591;43.1;Bezirk Spandau, Staaken;52.536973859009095;13.143125543199389
13593;43;Bezirk Spandau;52.51442041058096;13.168932039563934
13595;43;Bezirk Spandau, Spandau;52.513140949932996;13.199795923356762
13597;43;Altstadt Spandau, Bezirk Spandau, Spandau;52.53070557430274;13.219500040957863
13599;43;Bezirk Spandau, Haselhorst;52.54979107213931;13.237981756418298
13627;43;Bezirk Charlottenburg-Wilmersdorf, Charlottenburg-Wilmersdorf;52.54157450515483;13.303819665130373
13629;43;Bezirk Reinickendorf, Bezirk Spandau, Haselhorst, Siemensstadt;52.54422057795393;13.271127521969012
14050;43;Bezirk Charlottenburg-Wilmersdorf, Neu-Westend;52.523177324805054;13.270888873539773
14052;43;Bezirk Charlottenburg-Wilmersdorf, Neu-Westend;52.51777163473509;13.25779671198139
14053;43;Bezirk Charlottenburg-Wilmersdorf, Pichelsberg;52.51933647048312;13.236259872351997
14055;43;Bezirk Charlottenburg-Wilmersdorf, Eichkamp;52.50415948502088;13.248233654332145
14057;43;Bezirk Charlottenburg-Wilmersdorf, Charlottenburg;52.50736302702759;13.289823093884156
14059;43;Bezirk Charlottenburg-Wilmersdorf, Charlottenburg;52.5220217506446;13.291610342292374
14089;43;Bezirk Spandau, Kladow;52.47157028443076;13.153645035387084
14109;43;Bezirk Steglitz-Zehlendorf, Wannsee;52.421305447816145;13.147353023421468
14129;43.1;Bezirk Steglitz-Zehlendorf, Nikolassee;52.43970123766383;13.196155564584494
14131;43.1;Bezirk Steglitz-Zehlendorf, Nikolassee;52.517;13.4
14163;43;Bezirk Steglitz-Zehlendorf, Zehlendorf;52.439470695766836;13.241901106396401
14165;43;Bezirk Steglitz-Zehlendorf;52.41965120959816;13.256940658899472
14167;43.1;Bezirk Steglitz-Zehlendorf;52.42321044879112;13.27960623831229
14169;43;Bezirk Steglitz-Zehlendorf, Zehlendorf;52.446430304250924;13.265874563479603
14193;43;Bezirk Charlottenburg-Wilmersdorf, Grunewald;52.47634246037944;13.232887580692058
14195;43;Bezirk Charlottenburg-Wilmersdorf, Bezirk Steglitz-Zehlendorf, Dahlem;52.459317433202905;13.286944136021498
14197;43;Bezirk Charlottenburg-Wilmersdorf, Bezirk Tempelhof-Schöneberg, Wilmersdorf;52.47500926095276;13.314678614336742
14199;43;Bezirk Charlottenburg-Wilmersdorf, Schmargendorf;52.4791974690517;13.298108208163567
14532;46.3;Bezirk Steglitz-Zehlendorf, Dreilinden, Güterfelde, Schenkenhorst, Sputendorf;52.36324428971326;13.19608034688773
15366;47.7;Dahlwitz-Hoppegarten, Hönow, Neuenhagen;52.52910113489202;13.675081198746991
15562;48;Alt Rüdersdorf, Rüdersdorf, Seebad Rüdersdorf, Tasdorf;52.47575819066463;13.799299541037527
